PaperCount,Citation,HIndex,PIndex,AIndex
1,5,1.0,1.25,0.3125
6,9,2.0,1.95,3.1775
2,0,0.0,0.0,0.0
3,39,0.0,5.0179,5.6289
118,746,14.0,269.65,194.9598
4,5,1.0,1.05,2.3475
4,16,2.0,4.8333,8.2361
1,57,1.0,9.5,1.5833
41,719,13.0,245.4667,334.6017
2,30,1.0,3.0,3.2869
1,11,1.0,3.6667,3.0556
12,116,5.0,25.406,25.8196
14,82,5.0,22.2333,26.3309
86,2962,28.0,1006.7988,731.9181
3,10,2.0,2.5,1.4583
1,3,1.0,0.5,0.725
5,9,1.0,2.8667,5.1456
97,424,11.0,181.5071,141.2292
1,6,1.0,1.5,1.625
1,45,1.0,7.5,10.875
61,795,17.0,526.4167,605.2153
3,6,2.0,1.1786,2.0309
49,1824,23.0,767.6333,783.8933
11,6,2.0,1.3452,0.7114
43,785,19.0,273.2262,411.0047
51,302,9.0,75.7929,56.9643
8,40,4.0,20.25,15.6208
1,0,0.0,0.0,0.0
4,6,1.0,3.0,4.5
8,36,3.0,10.0476,7.356
19,118,4.0,22.2143,21.7155
7,316,6.0,55.625,50.1305
7,29,2.0,5.0667,4.4356
1,14,1.0,3.5,3.7917
3,87,0.0,27.5,29.3333
228,1934,23.0,511.4786,374.8576
1,18,1.0,3.0,1.1
12,147,6.0,46.2833,69.3803
1,1,1.0,0.0667,0.0326
12,17,2.0,3.7167,5.6642
2,0,0.0,0.0,0.0
4,15,2.0,4.2,4.04
4,3,1.0,1.0,1.0417
117,929,16.0,406.2929,296.8097
4,4,1.0,0.4444,0.2425
114,1472,21.0,407.5658,306.1343
83,188,8.0,57.0333,29.0093
2,2,1.0,0.3333,0.2056
4,11,2.0,3.3333,2.1944
22,134,6.0,37.35,35.0825
1,7,1.0,1.4,0.63
1,4,1.0,0.5714,0.1769
109,554,11.0,173.5614,239.4727
1,1,1.0,0.25,0.0625
2,4,1.0,1.0,1.8333
2,10,0.0,4.3333,6.4833
90,1134,18.0,514.1133,389.5489
4,0,0.0,0.0,0.0
28,58,5.0,13.1667,5.8472
30,38,3.0,7.6952,7.3189
1,0,0.0,0.0,0.0
20,152,6.0,47.5667,85.1439
73,160,6.0,62.9595,48.922
1,2,1.0,0.5,1.0417
2,11,0.0,1.0417,0.7672
1,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
5,34,2.0,10.0,7.3333
61,420,10.0,161.1667,144.6067
15,23,3.0,7.4167,12.0819
7,27,3.0,5.15,6.6098
3,1,1.0,0.25,0.1458
1,4,1.0,0.6667,0.1111
13,295,8.0,93.0,129.125
46,160,5.0,35.2857,18.8932
7,12,3.0,2.5833,3.5625
16,133,6.0,24.121,32.5463
16,286,9.0,101.6667,141.3889
1,14,1.0,2.3333,1.4389
598,9663,46.0,3011.5008,1478.0269
10,92,3.0,17.15,18.6425
3,6,1.0,2.0,3.6667
9,41,3.0,8.7333,7.9411
1,1,1.0,0.25,0.1458
2,1,1.0,0.2,0.1567
2,0,0.0,0.0,0.0
1,3,1.0,1.5,2.25
2,1,1.0,0.1667,0.1028
1,0,0.0,0.0,0.0
6,13,2.0,3.5667,5.2494
151,1438,20.0,313.3701,243.814
2,27,1.0,6.75,3.9375
63,2027,14.0,949.5429,1284.6326
15,158,5.0,43.3238,59.0023
9,48,4.0,14.4345,13.4803
65,927,18.0,361.7071,468.4853
2,0,0.0,0.0,0.0
5,5,2.0,1.75,2.3125
37,308,9.0,89.4333,89.9478
11,39,4.0,11.5833,19.7153
22,52,4.0,10.513,12.484
164,3057,28.0,826.7476,807.6985
28,389,12.0,83.1857,115.9509
25,89,5.0,19.3619,17.6957
41,140,7.0,36.5667,36.1967
9,38,4.0,9.2345,6.6515
14,32,3.0,10.4286,7.7993
10,21,3.0,9.0,13.0778
7,270,6.0,29.0066,4.2272
3,227,0.0,21.4167,7.1644
10,63,4.0,21.2667,9.3728
150,2556,27.0,1178.9004,916.9057
13,33,4.0,10.0667,8.8022
1,25,1.0,8.3333,15.2778
3,33,1.0,11.0,20.1667
1,0,0.0,0.0,0.0
7,28,3.0,6.4667,6.8322
13,55,4.0,12.4452,13.0802
1,18,1.0,4.5,2.625
1,11,1.0,2.2,0.44
1,5,1.0,0.625,0.7612
2,7,0.0,2.1667,4.0972
1,0,0.0,0.0,0.0
4,8,2.0,3.0,4.1667
2,2,1.0,0.4,0.3133
3,36,2.0,18.8,20.9721
2,1,1.0,0.125,0.0543
1,0,0.0,0.0,0.0
14,57,5.0,22.4167,27.5347
17,57,5.0,15.7881,11.4472
1,55,1.0,11.0,25.1167
74,339,10.0,90.9044,31.4749
14,28,3.0,6.4,9.8133
23,221,7.0,27.8552,44.2429
2,15,1.0,4.0,8.0417
1,5,1.0,1.0,0.2
3,17,0.0,2.7083,0.4893
1,0,0.0,0.0,0.0
12,57,5.0,24.5833,32.2153
26,132,6.0,53.05,61.9558
7,122,5.0,45.6667,49.5972
1,142,1.0,35.5,38.4583
25,172,8.0,46.4667,56.1484
3,14,2.0,4.1667,1.2639
3,603,0.0,83.869,74.7566
6,62,4.0,11.4167,13.4612
7,10,2.0,2.5,3.2083
2,3,1.0,0.6667,0.7
4,14,2.0,4.0,3.2833
5,11,2.0,4.0,3.0
35,357,7.0,129.9212,152.7847
4,4,1.0,1.0,1.3444
62,273,9.0,74.1929,78.5535
4,63,2.0,19.5833,8.7569
15,36,3.0,16.25,21.6458
1,0,0.0,0.0,0.0
7,10,2.0,3.3333,3.0389
4,1,1.0,0.0625,0.0081
2,2,1.0,0.3333,0.4833
8,30,3.0,8.55,13.9725
2,5,1.0,1.6667,3.0556
3,3,1.0,1.0,1.8333
20,96,6.0,30.1452,37.8935
52,100,6.0,26.9631,23.0977
21,78,5.0,30.1667,42.9722
3,4,2.0,0.9,0.855
2,1,1.0,0.2,0.4567
1,0,0.0,0.0,0.0
1,2,1.0,0.6667,0.5556
2,3,1.0,0.375,0.0469
1,2,1.0,0.1053,0.0114
2,1,1.0,0.1667,0.4083
1,0,0.0,0.0,0.0
1,68,1.0,6.1818,5.7895
1,3,1.0,0.6,0.47
2,7,1.0,1.0,0.5095
41,321,9.0,92.8071,70.816
11,24,3.0,7.5238,8.4982
2,8,0.0,1.9,4.0383
50,651,14.0,233.9198,271.9557
1,24,1.0,1.8462,4.0249
75,2179,24.0,624.2262,521.2777
37,136,6.0,58.2167,49.7731
8,22,3.0,11.3333,7.7778
59,1007,19.0,334.4143,294.9897
10,7,2.0,2.8095,4.2664
87,901,14.0,474.475,373.4653
29,131,6.0,26.7137,7.876
37,273,10.0,85.0095,59.9074
1,0,0.0,0.0,0.0
1,43,1.0,10.75,22.3958
27,58,4.0,17.5952,20.9187
3,30,2.0,9.7333,17.2911
3,5,2.0,0.6667,0.3041
1,38,1.0,9.5,19.7917
1,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
13,30,2.0,8.3929,7.302
1,0,0.0,0.0,0.0
37,352,9.0,73.4131,95.2745
3,3,1.0,0.3333,0.6097
4,36,3.0,12.0,14.0
85,189,7.0,45.2889,38.7446
20,37,3.0,15.0,18.7836
63,67,4.0,15.8333,8.4778
35,445,8.0,98.427,52.2675
13,63,5.0,16.1833,19.3269
3,16,2.0,3.0333,0.5789
1,4,1.0,0.5,0.2173
30,247,8.0,71.5879,90.3895
18,21,3.0,10.9857,9.4787
7,62,5.0,12.425,11.4784
1,2,1.0,1.0,0.5
9,8,2.0,1.9386,1.3486
6,10,2.0,2.5,2.7083
2,0,0.0,0.0,0.0
30,549,9.0,124.137,57.2214
49,470,13.0,143.4143,107.4405
24,563,11.0,403.75,394.5208
9,66,4.0,11.2762,8.1828
11,48,4.0,13.7667,15.1589
1,0,0.0,0.0,0.0
3,1,1.0,0.1429,0.1085
1,18,1.0,3.0,4.35
12,228,7.0,64.0833,89.7069
4,35,2.0,8.75,2.6042
1,0,0.0,0.0,0.0
33,735,14.0,129.1093,207.7029
1,0,0.0,0.0,0.0
2,12,1.0,1.1167,0.3414
15,213,5.0,48.4667,40.2322
15,212,5.0,107.65,134.7508
21,72,6.0,30.5333,31.1844
2,0,0.0,0.0,0.0
4,2,1.0,1.0,1.5
5,4,1.0,1.0,1.0833
54,279,7.0,141.8167,131.8647
56,148,6.0,74.4833,58.3453
1,1,1.0,0.25,0.1458
2,7,1.0,1.4,1.0967
5,117,4.0,26.85,20.6075
2,2,1.0,0.4,0.3133
1,2,1.0,0.5,0.125
4,128,0.0,28.4389,32.4941
4,31,3.0,13.8333,8.0278
4,13,2.0,3.5,1.6806
2,27,0.0,4.875,4.9085
4,20,2.0,6.1667,3.1806
33,180,7.0,90.6583,100.8733
1,0,0.0,0.0,0.0
8,14,2.0,3.6167,6.6025
6,49,4.0,7.9385,5.2412
16,31,4.0,17.0,19.0
6,39,3.0,5.25,4.5703
3,4,1.0,0.4429,0.0742
87,4236,26.0,1459.8294,1109.0365
30,121,5.0,28.2944,17.3119
4,4,2.0,0.5714,0.1864
41,2274,17.0,1034.7095,1404.375
2,1,1.0,0.1429,0.1085
1,3,1.0,1.5,2.25
23,50,3.0,10.6024,16.0386
1,2,1.0,0.5,0.2917
6,7,2.0,1.5333,1.8567
1,19,1.0,9.5,4.75
6,15,2.0,3.2538,3.8454
6,34,3.0,11.8333,10.8611
1,34,1.0,8.5,17.7083
5,30,3.0,6.1154,6.2903
37,963,15.0,173.3119,217.9086
15,74,5.0,19.2833,13.4219
1,0,0.0,0.0,0.0
69,489,13.0,135.9393,130.2445
1,0,0.0,0.0,0.0
1,2,1.0,0.5,0.5417
1,0,0.0,0.0,0.0
2,0,0.0,0.0,0.0
2,1,1.0,0.125,0.0793
8,50,5.0,14.4242,23.3614
1,12,1.0,1.0909,0.8035
5,4,2.0,0.8,1.2267
12,54,4.0,11.3833,12.2086
22,156,7.0,42.6333,36.5433
1,0,0.0,0.0,0.0
20,347,9.0,83.8833,119.9968
1,0,0.0,0.0,0.0
5,14,2.0,2.5,4.3429
86,724,15.0,216.8667,173.0039
1,7,1.0,2.3333,1.9444
13,30,4.0,14.3333,16.7778
2,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
2,9,0.0,2.25,3.1875
9,101,6.0,29.6167,55.6081
10,52,4.0,18.0,22.5
2,165,0.0,54.1667,22.4306
57,1865,16.0,527.399,602.5358
54,296,8.0,112.0286,56.4943
1,1,1.0,0.0909,0.0851
22,218,6.0,72.9167,112.1042
4,38,0.0,14.4167,22.7014
66,1111,19.0,333.0167,312.5402
23,515,11.0,136.6024,137.4605
3,9,2.0,2.15,2.4092
135,1515,22.0,560.9548,768.6036
1,4,1.0,0.8,1.8267
2,24,0.0,7.5833,6.0069
75,964,15.0,335.2833,185.8577
16,149,6.0,34.1429,35.4445
13,236,7.0,53.7833,90.2291
12,99,5.0,36.3333,51.1778
10,22,3.0,5.4833,5.5119
13,171,5.0,30.4167,28.3348
1,9,1.0,1.8,2.31
7,9,1.0,2.1667,2.4083
2,14,1.0,2.3333,5.7167
2,7,0.0,1.4,1.0967
11,84,5.0,23.5667,25.6356
6,51,4.0,13.5,25.1083
12,235,5.0,50.9167,34.5042
5,4,2.0,1.6667,0.7222
4,12,2.0,1.754,2.9908
10,302,6.0,152.5167,137.0904
12,13,2.0,7.3333,5.2778
1,0,0.0,0.0,0.0
2,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
2,94,0.0,18.2333,21.5106
2,4,1.0,0.875,0.9879
32,96,5.0,27.2894,16.0656
21,49,5.0,12.4917,22.2686
2,21,1.0,6.8667,2.3122
34,294,9.0,140.9833,120.0758
13,89,7.0,31.9583,16.6788
8,36,3.0,13.0,16.1583
60,473,12.0,169.3798,138.6032
1,4,1.0,1.3333,0.4444
3,11,2.0,3.3333,6.3167
3,16,2.0,3.35,7.4992
1,1,1.0,0.1429,0.0442
2,1,1.0,0.1429,0.1561
20,53,5.0,14.3667,16.9122
2,0,0.0,0.0,0.0
3,1,1.0,0.25,0.0625
1,1,1.0,0.25,0.5208
1,24,1.0,2.6667,1.0106
82,89,5.0,26.0833,23.7565
15,84,6.0,19.019,25.0506
28,84,4.0,22.6667,6.5472
9,18,3.0,5.4167,4.7014
8,15,1.0,7.25,10.7708
10,14,3.0,4.25,3.1042
3,57,0.0,18.3462,27.8518
2,28,0.0,6.4167,11.6569
1,1,1.0,0.0769,0.2446
4,62,2.0,10.0833,9.7801
2,4,1.0,0.6667,0.1111
1,2,1.0,0.3333,0.4833
1,2,1.0,0.25,0.6795
64,430,13.0,152.5028,145.2618
8,1,1.0,0.3333,0.2778
57,68,4.0,23.0,14.5472
4,12,3.0,2.85,3.6158
3,1,1.0,0.2,0.2567
6,259,0.0,97.9167,108.003
15,88,5.0,19.4167,19.4208
20,105,5.0,68.25,59.9711
3,5,1.0,1.1667,0.8833
1,20,1.0,6.6667,5.5556
4,12,3.0,3.3333,4.4985
2,25,0.0,2.7778,7.0434
3,12,1.0,3.0,3.25
3,1,1.0,0.25,0.0625
4,8,2.0,1.85,2.7242
6,55,4.0,9.0254,8.6401
11,135,6.0,37.2881,31.1704
4,43,3.0,32.3333,32.7833
2,3,1.0,0.3651,0.3488
20,360,8.0,123.4024,128.4493
46,549,13.0,208.3536,189.7535
15,30,2.0,16.2262,21.9904
1,4,1.0,0.6667,0.9667
22,317,8.0,84.6667,81.5556
1,19,1.0,2.375,0.6362
34,77,6.0,24.0833,22.1653
3,18,0.0,5.9,2.63
7,6,1.0,0.6905,0.6641
3,0,0.0,0.0,0.0
3,0,0.0,0.0,0.0
12,193,8.0,46.2583,70.5448
43,478,12.0,160.0881,188.8169
13,187,5.0,25.4408,21.523
49,206,7.0,45.8167,39.1159
6,7,2.0,1.8667,1.2622
2,38,0.0,6.2286,6.0212
5,4,1.0,1.8333,2.5278
60,150,7.0,60.1708,67.2327
5,114,4.0,35.5714,31.9566
1,0,0.0,0.0,0.0
83,364,9.0,110.5357,73.6366
3,1,1.0,0.2,0.4567
1,6,1.0,1.2,1.54
13,445,8.0,130.0823,210.1162
1,3,1.0,1.0,0.8333
6,14,3.0,2.8833,3.8142
12,84,5.0,34.1167,53.7497
10,65,4.0,16.875,21.0433
2,7,0.0,1.1143,1.2939
1,0,0.0,0.0,0.0
58,354,10.0,82.3626,45.7381
29,96,6.0,20.831,35.9764
10,19,2.0,3.8556,2.5701
17,330,7.0,79.0929,137.931
5,25,3.0,13.5833,15.5918
1,0,0.0,0.0,0.0
1,12,1.0,6.0,3.0
1,2,1.0,0.4,0.9133
2,0,0.0,0.0,0.0
3,7,1.0,2.125,1.6823
60,652,8.0,632.619,628.1103
1,0,0.0,0.0,0.0
2,18,0.0,3.0,0.5
6,10,2.0,3.0667,3.1356
5,74,4.0,31.0,48.8333
10,9,2.0,2.25,4.3125
46,309,9.0,128.8333,77.3444
4,0,0.0,0.0,0.0
18,320,9.0,83.833,89.193
19,272,4.0,65.0333,65.0967
39,686,12.0,118.7665,73.4442
23,151,8.0,55.5583,64.4134
5,25,3.0,6.4,10.6633
3,1,1.0,0.1429,0.3704
1,3,1.0,1.0,1.8333
37,65,4.0,18.9,9.7367
50,130,6.0,53.6212,49.0633
24,391,10.0,95.7167,112.8346
19,243,6.0,77.45,38.5469
1,2,1.0,0.25,0.3045
3,39,0.0,7.2083,8.7988
110,4500,17.0,1903.6392,1488.5407
1,16,1.0,1.7778,0.6737
41,619,10.0,481.45,452.9025
3,13,1.0,2.1667,2.0583
10,21,3.0,5.8036,6.0554
12,9,2.0,1.8762,3.8393
52,293,6.0,99.1667,157.9722
6,144,5.0,33.5833,42.5042
4,4,1.0,1.3333,2.4444
40,558,12.0,192.65,152.0258
4,15,2.0,3.0,2.35
2,1,1.0,0.2,0.4567
46,86,5.0,45.1833,31.4936
1,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
3,31,0.0,5.5286,9.0467
14,97,5.0,27.1667,35.6377
6,23,4.0,5.2667,5.0811
1,8,1.0,0.6667,0.8466
17,243,9.0,79.3333,132.2361
1,6,1.0,3.0,4.5
6,9,2.0,3.3333,3.4444
6,12,3.0,2.5833,4.8542
11,363,5.0,89.3551,135.8824
23,269,9.0,59.8667,81.2995
3,19,2.0,6.5,11.6861
2,0,0.0,0.0,0.0
20,56,4.0,12.9944,12.2395
7,7,1.0,2.0833,2.7153
21,392,9.0,184.6714,276.1686
7,33,3.0,8.9333,12.4144
3,9,2.0,2.25,1.3125
2,0,0.0,0.0,0.0
19,73,5.0,20.0667,35.4272
42,184,8.0,64.75,66.3958
86,584,14.0,298.85,369.0492
1,3,1.0,0.6,0.47
42,454,8.0,175.8512,185.8381
1,0,0.0,0.0,0.0
1,15,1.0,7.5,11.25
1,1,1.0,0.125,0.2147
34,578,12.0,181.3049,151.5077
3,3,1.0,0.7333,0.5754
7,48,4.0,10.7,17.0317
32,16,3.0,6.5262,5.7731
1,5,1.0,0.4545,0.4257
5,32,3.0,5.344,3.9803
2,2,1.0,0.5,0.5417
6,38,3.0,10.8625,11.4597
99,1250,18.0,329.0357,389.2474
1,0,0.0,0.0,0.0
163,8126,38.0,2659.9409,1894.6684
13,59,4.0,11.3,8.6767
22,20,2.0,4.2,4.7122
2,1,1.0,0.2,0.2567
4,5,2.0,1.2667,1.4922
14,27,3.0,8.5833,14.3542
34,173,5.0,60.2464,81.818
12,25,3.0,5.2167,6.9562
6,81,5.0,14.5,21.6156
1,1,1.0,0.1429,0.0442
19,276,8.0,131.8667,145.2261
10,75,5.0,15.75,5.0833
16,338,9.0,144.8333,184.6111
13,25,3.0,8.3111,8.7784
3,17,0.0,6.6667,2.7222
1,0,0.0,0.0,0.0
3,18,0.0,5.0,8.8278
5,43,3.0,9.35,10.8158
50,905,16.0,240.3786,246.9264
5,19,2.0,3.7429,5.6558
3,2,1.0,0.75,1.2708
11,50,3.0,10.2952,4.0988
18,775,13.0,220.6333,226.6656
1,34,1.0,6.8,3.06
14,111,6.0,35.85,44.3936
7,31,3.0,8.0833,16.0069
31,33,2.0,8.2119,5.2844
26,20,2.0,5.85,6.0325
4,5,1.0,1.6667,1.3889
4,6,2.0,1.4167,2.4903
109,2018,25.0,629.4854,566.5689
9,29,4.0,4.7222,2.2853
3,19,2.0,3.3,3.5957
8,11,2.0,2.5167,1.1992
4,73,3.0,34.0667,49.8522
98,411,11.0,81.7782,118.8001
10,41,3.0,4.2857,4.3659
8,30,4.0,4.55,4.3341
29,269,8.0,70.0583,72.3257
11,71,4.0,23.8929,29.6412
2,3,1.0,0.5,0.0833
7,5,1.0,1.4333,1.7978
9,3,1.0,0.7,1.2983
6,138,4.0,27.25,44.7625
81,295,10.0,115.8667,53.9206
3,1,1.0,1.0,1.0
13,27,3.0,7.0833,11.0347
25,160,5.0,69.0,98.8306
5,5,1.0,0.7143,0.3639
3,10,2.0,2.1,2.6783
9,42,3.0,13.25,21.8542
85,2734,27.0,806.752,904.1392
1,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
2,2,1.0,0.6667,1.2222
1,0,0.0,0.0,0.0
48,518,14.0,176.6345,136.2008
3,94,0.0,25.9167,12.1181
10,51,4.0,20.1333,25.8044
4,256,3.0,69.5,45.8333
3,4,1.0,1.2,0.9233
5,12,2.0,2.1569,1.4357
2,34,1.0,3.4,1.1428
54,1228,18.0,433.3167,422.6979
4,82,0.0,17.7024,25.4716
1,6,1.0,0.5,0.8016
7,18,2.0,5.25,9.5625
25,324,10.0,82.8048,98.3926
17,200,7.0,55.5833,50.9417
9,314,7.0,41.7635,43.6389
3,25,2.0,4.1905,3.5137
1,0,0.0,0.0,0.0
28,248,7.0,42.9694,30.8024
1,0,0.0,0.0,0.0
6,25,2.0,5.7333,11.6244
33,169,7.0,53.25,27.2236
1,5,1.0,0.625,0.7612
1,0,0.0,0.0,0.0
1,11,1.0,2.2,1.7233
91,727,13.0,309.9929,312.6727
4,50,0.0,8.9417,14.9631
5,12,2.0,1.5,1.8476
28,82,4.0,35.6413,50.2791
50,290,10.0,49.7198,23.8746
1,4,1.0,1.0,0.5833
1,7,1.0,1.4,0.28
25,453,10.0,102.4317,157.2741
3,5,1.0,1.25,0.7292
23,285,11.0,85.8929,101.3432
1,1,1.0,0.1429,0.0204
1,0,0.0,0.0,0.0
32,40,4.0,14.7,22.5317
16,128,5.0,31.5623,33.6167
72,445,10.0,165.8762,109.6935
10,85,6.0,24.0667,35.1522
60,1037,18.0,416.4,264.9883
3,5,1.0,0.8333,0.7917
5,3,1.0,0.375,0.4359
20,165,8.0,52.15,45.3425
4,5,2.0,2.4286,2.3255
3,3,1.0,0.5556,0.4435
123,1022,15.0,331.8579,313.7905
1,5,1.0,1.25,1.3542
99,467,11.0,82.4476,89.1196
12,32,4.0,10.1,16.9783
3,18,2.0,2.475,2.1285
33,583,13.0,163.396,245.9085
10,103,4.0,51.1667,71.6389
6,17,2.0,3.4429,2.3626
10,18,3.0,8.1667,9.8056
15,33,4.0,8.75,8.5542
70,77,4.0,18.0119,11.4093
5,3,1.0,0.9167,1.7431
1,0,0.0,0.0,0.0
6,28,2.0,5.9,5.5272
27,166,6.0,70.8373,57.7826
5,18,2.0,5.5167,5.016
2,11,1.0,2.75,2.9792
1,5,1.0,0.7143,0.7806
2,3,1.0,0.3,0.1008
8,205,4.0,46.4333,31.9561
2,0,0.0,0.0,0.0
7,0,0.0,0.0,0.0
88,219,9.0,61.031,64.0493
31,252,8.0,99.9381,87.5706
5,3,1.0,0.3929,0.8016
10,51,4.0,14.1667,25.7595
86,351,11.0,114.1762,162.7259
1,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
18,26,3.0,7.1762,10.3326
2,6,0.0,1.0,0.45
11,218,7.0,48.2,35.6428
2,8,1.0,1.7333,2.0744
1,0,0.0,0.0,0.0
2,1,1.0,0.25,0.2708
117,279,7.0,78.6734,58.8348
21,44,3.0,16.7833,15.2831
2,12,1.0,2.4,1.88
3,2,1.0,1.0,1.5
1,1,1.0,0.1667,0.1028
5,46,4.0,11.0727,7.4808
2,2,1.0,0.5,0.2917
13,74,5.0,24.5167,35.0547
3,7,1.0,3.5,1.75
49,377,10.0,77.7833,88.0358
1,0,0.0,0.0,0.0
2,0,0.0,0.0,0.0
74,1254,16.0,552.1154,464.5369
42,192,8.0,54.0,51.2681
87,1218,14.0,366.8917,610.6267
2,4,1.0,0.8,0.36
8,40,4.0,10.7738,13.7854
9,126,5.0,50.8333,48.8611
8,213,4.0,87.5,133.1194
5,11,2.0,2.7,0.865
17,10,2.0,2.45,1.0858
11,159,7.0,69.4167,49.1597
4,4,1.0,0.7667,1.0311
1,1,1.0,0.1429,0.0442
5,44,4.0,12.081,10.072
21,44,4.0,12.131,18.5161
2,14,1.0,1.825,4.8732
1,8,1.0,1.6,3.6533
25,47,5.0,15.95,15.8608
1,0,0.0,0.0,0.0
30,35,3.0,11.0167,6.2714
2,1,1.0,0.1667,0.4083
82,620,13.0,333.75,330.7292
10,170,6.0,70.0,58.9944
13,257,6.0,54.2667,32.2848
1,7,1.0,1.4,1.0967
1,2,1.0,0.3333,0.1222
1,11,1.0,5.5,2.75
3,3,1.0,1.3333,1.6111
4,24,0.0,5.25,5.5875
2,3,1.0,0.5,0.475
3,52,0.0,13.0,25.25
1,19,1.0,2.7143,0.8401
14,73,3.0,36.1667,18.1389
33,166,7.0,47.0667,40.055
5,8,2.0,1.7222,2.4592
3,1,1.0,0.1667,0.2417
113,429,12.0,115.6643,62.3466
8,95,3.0,17.2333,9.7244
3,43,1.0,11.45,22.5108
6,40,3.0,12.2667,18.8756
108,1310,17.0,370.823,279.6564
14,22,3.0,9.3417,12.1015
58,605,14.0,171.783,289.7852
8,46,5.0,14.5833,17.7569
1,1,1.0,0.1667,0.2417
1,4,1.0,0.8,0.6267
2,4,1.0,0.8,0.36
1,0,0.0,0.0,0.0
7,4,1.0,0.6667,0.6333
2,6,1.0,2.0,3.6667
1,2,1.0,0.25,0.3045
1,26,1.0,8.6667,7.2222
31,55,4.0,16.3833,20.5436
8,67,5.0,18.3333,20.7647
1,4,1.0,0.6667,0.4111
1,27,1.0,6.75,7.3125
2,4,1.0,0.6667,0.6333
24,68,5.0,16.2,11.8817
1,1,1.0,0.3333,0.6111
3,8,2.0,1.2857,1.2622
3,9,1.0,3.8333,2.5278
21,119,5.0,94.6667,102.5556
41,80,5.0,27.15,27.5453
10,31,4.0,6.15,3.0604
14,39,4.0,7.7262,5.1897
3,2,1.0,0.3095,0.7787
1,8,1.0,1.3333,0.8222
2,4,1.0,1.3333,2.4444
7,50,4.0,27.6667,29.7222
5,16,2.0,8.0,10.8333
37,74,4.0,31.4024,31.7798
1,1,1.0,0.2,0.2567
24,658,11.0,105.6475,151.7979
18,50,4.0,7.8214,5.4555
35,142,6.0,36.3722,25.44
22,58,5.0,11.739,15.6592
47,864,12.0,537.1833,571.2469
1,1,1.0,0.3333,0.6111
12,44,4.0,11.1083,13.9922
1,9,1.0,1.8,0.81
9,34,4.0,9.5833,9.2514
14,17,2.0,4.9167,8.0292
15,20,3.0,3.9818,6.1091
33,323,10.0,113.7512,125.5346
17,70,5.0,14.8452,26.6507
19,109,5.0,27.1179,35.5244
13,23,3.0,14.9167,13.7431
7,59,5.0,11.4333,22.2283
3,4,1.0,1.0,0.9583
10,25,3.0,5.5333,6.2344
1,1,1.0,0.25,0.2708
3,64,2.0,63.1429,63.1085
12,68,2.0,17.8333,13.8194
2,19,1.0,3.25,7.8708
6,3,1.0,0.5,1.225
2,25,0.0,3.2679,0.7325
13,137,7.0,44.6508,30.4631
3,4,2.0,1.3333,1.1111
4,3,1.0,0.6,1.37
3,148,0.0,22.5357,18.0831
7,5,1.0,1.9167,2.9292
40,401,9.0,91.3,137.4794
1,1,1.0,0.2,0.2567
8,137,5.0,42.5833,80.3819
6,2,1.0,0.6667,1.2222
2,22,0.0,7.3333,13.4444
1,0,0.0,0.0,0.0
104,2225,17.0,595.8306,562.5814
37,328,9.0,80.0629,88.4988
7,190,5.0,24.7524,19.887
7,4,2.0,1.5,2.0417
48,444,11.0,163.4333,124.7561
5,90,3.0,40.0,21.3333
11,63,5.0,20.4,32.5674
1,4,1.0,1.0,0.5833
16,26,3.0,7.5667,3.1856
7,6,2.0,1.3381,2.7173
3,17,1.0,4.25,2.4792
1,1,1.0,0.2,0.04
3,1,1.0,0.3333,0.6111
3,8,2.0,4.0,2.0
3,6,2.0,1.5,2.125
1,2,1.0,0.4,0.08
2,26,0.0,5.0,6.3
1,0,0.0,0.0,0.0
3,0,0.0,0.0,0.0
2,0,0.0,0.0,0.0
1,0,0.0,0.0,0.0
11,148,6.0,52.0,81.5417
30,428,9.0,92.8429,129.4787
6,34,4.0,8.3429,9.5033
1,0,0.0,0.0,0.0
3,3,1.0,0.4286,0.3255
17,272,10.0,165.6667,206.6806
2,8,0.0,4.0,6.0
1,8,1.0,0.6667,1.4021
148,1781,23.0,615.6893,499.5344
12,62,6.0,23.9167,39.6486
2,0,0.0,0.0,0.0
46,221,8.0,72.9631,58.1219
37,169,8.0,56.7476,44.0885
2,2,1.0,0.6667,0.2222
16,195,8.0,44.6667,19.8937
1,2,1.0,0.6667,0.2222
16,29,3.0,8.0,6.0833
1,0,0.0,0.0,0.0
2,6,0.0,1.5,1.625
1,5,1.0,1.6667,1.3889
9,17,2.0,2.7333,4.4975
2,2,1.0,0.45,0.5192
6,60,3.0,16.0,12.3333
14,204,8.0,58.669,67.578
19,39,4.0,9.4917,7.5125
2,18,0.0,1.7778,1.1014
42,321,9.0,68.95,60.7447
7,67,4.0,35.1667,49.3833
5,3,1.0,1.1667,1.9722
1,0,0.0,0.0,0.0
14,117,6.0,40.4286,45.0541
3,1,1.0,0.1667,0.4083
55,599,15.0,231.2687,286.5639
2,8,1.0,2.0,0.5
1,3,1.0,0.3333,0.2485
2,6,1.0,2.1667,3.8056
